Key,Values,Level,Message
<class>assembly.ArtifactInstaller.java</class><start>91</start><end>93</end>,"['IfStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation']",info,      adding maven artifact: 
<class>assembly.ArtifactInstaller.java</class><start>94</start><end>96</end>,"['IfStatement', 'MethodInvocation', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'ReturnStatement', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'StringLiteral', 'ReturnStatement']",warn,Ignoring non maven artifact 
<class>assembly.Builder.java</class><start>582</start><end>1161</end>,"['ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ThisExpression', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'IfStatement', 'InfixExpression', 'NullLiteral', 'EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'FieldAccess', 'ThisExpression', 'MethodInvocation', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'FieldAccess', 'ThisExpression', 'ReturnStatement', 'ThisExpression', 'ReturnStatement', 'ReturnStatement', 'ReturnStatement', 'ReturnStatement', 'ReturnStatement', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'TryStatement', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'NullLiteral', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'EnhancedForStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'TryStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'MethodInvocation', 'StringLiteral']",warn,Explicitly configured {} will be used for features processor configuration.
<class>assembly.Builder.java</class><start>885</start><end>900</end>,"['IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'TryStatement', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation']",info,Generating Karaf assembly: 
<class>assembly.Builder.java</class><start>907</start><end>911</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation']",info,   processing KAR: 
<class>assembly.Builder.java</class><start>912</start><end>914</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation']",info,      found repository: 
<class>assembly.Builder.java</class><start>916</start><end>923</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation']",info,Loading profiles from:
<class>assembly.Builder.java</class><start>924</start><end>926</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation']",info,"   Found profiles:  | , "
<class>assembly.Builder.java</class><start>948</start><end>950</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation']",info,Found existing features processor configuration: {}
<class>assembly.Builder.java</class><start>954</start><end>955</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral']",warn,Explicitly configured {} will be used for features processor configuration.
<class>assembly.Builder.java</class><start>956</start><end>957</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral']",info,Found features processor configuration: {}
<class>assembly.Builder.java</class><start>963</start><end>977</end>,"['VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'ClassInstanceCreation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ClassInstanceCreation', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'StringLiteral', 'ClassInstanceCreation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'NullLiteral', 'ClassInstanceCreation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'BooleanLiteral']",info,Loading repositories
