Key,Values,Level,Message
<class>wicket.Component.java</class><start>3619</start><end>4468</end>,"['ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ThisExpression', 'ReturnStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NumberLiteral', 'ReturnStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NumberLiteral', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'WhileStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'InstanceofExpression', 'VariableDeclarationStatement', 'Modifier', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'WildcardType', 'IfStatement', 'InfixExpression', 'ThrowStatement', 'ClassInstanceCreation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'ReturnStatement', 'ReturnStatement', 'ReturnStatement', 'BooleanLiteral', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'NullLiteral', 'ForStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'NullLiteral', 'Assignment', 'MethodInvocation', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'PrefixExpression', 'ParenthesizedExpression', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'WildcardType', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'WildcardType', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'BreakStatement', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InstanceofExpression', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'StringLiteral', 'StringLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'CharacterLiteral', 'CharacterLiteral', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InstanceofExpression', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ThrowStatement', 'ClassInstanceCreation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'IfStatement', 'InfixExpression', 'ThrowStatement', 'ClassInstanceCreation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'NullLiteral', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'NullLiteral', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'MethodInvocation', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ThisExpression', 'IfStatement', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'Assignment', 'PrefixExpression', 'ReturnStatement', 'ThisExpression', 'IfStatement', 'ExpressionStatement', 'Assignment', 'ExpressionStatement', 'Assignment', 'PrefixExpression', 'ReturnStatement', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ThisExpression', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ThisExpression', 'ReturnStatement', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'NumberLiteral', 'ReturnStatement', 'ThisExpression', 'ThrowStatement', 'ClassInstanceCreation', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ForStatement', 'VariableDeclarationExpression', 'VariableDeclarationFragment', 'ThisExpression', 'InfixExpression', 'NullLiteral', 'Assignment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'BooleanLiteral', 'ReturnStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'BooleanLiteral', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'IfStatement', 'PrefixExpression', 'ParenthesizedExpression', 'InstanceofExpression', 'ThisExpression', 'IfStatement', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'ParenthesizedExpression', 'InfixExpression', 'InfixExpression', 'MethodInvocation', 'CharacterLiteral', 'PrefixExpression', 'NumberLiteral', 'InfixExpression', 'MethodInvocation', 'CharacterLiteral', 'PrefixExpression', 'NumberLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'InfixExpression', 'FieldAccess', 'ThisExpression', 'NullLiteral', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'FieldAccess', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'ReturnStatement', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ReturnStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ReturnStatement', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'ReturnStatement', 'InfixExpression', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ThisExpression', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'ClassInstanceCreation', 'ThisExpression', 'EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'ReturnStatement', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ThisExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ClassInstanceCreation', 'ThisExpression', 'ReturnStatement', 'ThisExpression']",warn,$$$Empty Message$$$
<class>wicket.Component.java</class><start>3953</start><end>3954</end>,"['IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InstanceofExpression', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ThrowStatement', 'ClassInstanceCreation']",warn,$$$Empty Message$$$
<class>wicket.Component.java</class><start>3964</start><end>3965</end>,"['IfStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'WhileStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'VariableDeclarationStatement', 'WildcardType', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InfixExpression', 'NullLiteral', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'ParenthesizedExpression', 'InfixExpression', 'MethodInvocation', 'BooleanLiteral', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'EnhancedForStatement', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'IfStatement', 'InfixExpression', 'ParenthesizedExpression', 'InstanceofExpression', 'PrefixExpression', 'MethodInvocation', 'PrefixExpression', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'InfixExpression', 'MethodInvocation', 'StringLiteral', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'ThrowStatement', 'ClassInstanceCreation', 'IfStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'StringLiteral', 'IfStatement', 'InfixExpression', 'ThrowStatement', 'ClassInstanceCreation']",warn,$$$Empty Message$$$
<class>wicket.Component.java</class><start>4260</start><end>4261</end>,"['IfStatement', 'InfixExpression', 'InfixExpression', 'FieldAccess', 'ThisExpression', 'NullLiteral', 'MethodInvocation']",debug,Replacing parent  |  with 
<class>wicket.Application.java</class><start>549</start><end>551</end>,"['EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression']",info,[{}] destroy: {}
<class>wicket.Application.java</class><start>562</start><end>564</end>,"['EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression']",info,[{}] init: {}
<class>wicket.Application.java</class><start>568</start><end>571</end>,"['EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'ThisExpression', 'ExpressionStatement', 'MethodInvocation']",info,[{}] init: {}
<class>wicket.Session.java</class><start>993</start><end>997</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'IfStatement', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'NumberLiteral', 'StringLiteral']",warn,"PageAccessSynchronizer created outside of application thread, using default timeout: {}"
<class>wicket.DefaultExceptionMapper.java</class><start>67</start><end>69</end>,"['TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ReturnStatement', 'MethodInvocation', 'CatchClause', 'IfStatement', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'MethodInvocation']",error,An error occurred while handling a previous error: 
<class>wicket.DefaultExceptionMapper.java</class><start>70</start><end>75</end>,"['TryStatement', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'ReturnStatement', 'MethodInvocation', 'CatchClause', 'IfStatement', 'MethodInvocation', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'ReturnStatement', 'ClassInstanceCreation', 'NumberLiteral']",error,unexpected exception when handling another exception: 
<class>wicket.DefaultExceptionMapper.java</class><start>143</start><end>145</end>,"['IfStatement', 'InstanceofExpression', 'ReturnStatement', 'ClassInstanceCreation', 'ClassInstanceCreation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'InstanceofExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'ClassInstanceCreation']",debug,"Connection lost, give up responding."
<class>wicket.DefaultExceptionMapper.java</class><start>148</start><end>150</end>,"['IfStatement', 'InstanceofExpression', 'ReturnStatement', 'ClassInstanceCreation', 'ClassInstanceCreation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'InstanceofExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'MethodInvocation', 'ReturnStatement', 'ClassInstanceCreation', 'NumberLiteral']",debug,$$$Empty Message$$$
<class>wicket.DefaultExceptionMapper.java</class><start>166</start><end>171</end>,"['IfStatement', 'InstanceofExpression', 'ReturnStatement', 'ClassInstanceCreation', 'ClassInstanceCreation', 'MethodInvocation', 'ParenthesizedExpression', 'CastExpression', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'InstanceofExpression', 'ReturnStatement', 'MethodInvocation', 'ClassInstanceCreation', 'MethodInvocation', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InstanceofExpression', 'ReturnStatement', 'ClassInstanceCreation', 'IfStatement', 'InfixExpression', 'InstanceofExpression', 'MethodInvocation', 'ReturnStatement', 'ClassInstanceCreation', 'NumberLiteral', 'ReturnStatement', 'NullLiteral', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation']",error,Unexpected error occurred
<class>wicket.RequestListenerInterface.java</class><start>171</start><end>177</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'NullLiteral', 'StringLiteral']",info,component not enabled or visible; ignoring call. Component: 
<class>wicket.RequestListenerInterface.java</class><start>198</start><end>202</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'NullLiteral', 'StringLiteral', 'ExpressionStatement', 'MethodInvocation', 'VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'CastExpression', 'IfStatement', 'PrefixExpression', 'MethodInvocation', 'ThrowStatement', 'ClassInstanceCreation', 'StringLiteral']",warn,behavior not enabled; ignore call. Behavior {} at component {}
<class>wicket.RequestListenerInterface.java</class><start>260</start><end>264</end>,"['VariableDeclarationStatement', 'Modifier', 'VariableDeclarationFragment', 'MethodInvocation', 'MethodInvocation', 'IfStatement', 'InfixExpression', 'NullLiteral', 'ExpressionStatement', 'MethodInvocation', 'MethodInvocation']",info,registered listener interface 
<class>wicket.MarkupContainer.java</class><start>227</start><end>228</end>,"['EnhancedForStatement', 'ExpressionStatement', 'MethodInvocation', 'StringLiteral', 'IfStatement', 'InfixExpression', 'ThisExpression', 'ThrowStatement', 'ClassInstanceCreation', 'MethodInvocation', 'StringLiteral', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'MethodInvocation', 'WhileStatement', 'InfixExpression', 'NullLiteral', 'IfStatement', 'InfixExpression', 'VariableDeclarationStatement', 'VariableDeclarationFragment', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'ThisExpression', 'BooleanLiteral', 'StringLiteral', 'MethodInvocation', 'BooleanLiteral', 'IfStatement', 'InstanceofExpression', 'ExpressionStatement', 'Assignment', 'InfixExpression', 'StringLiteral', 'MethodInvocation', 'MethodInvocation', 'ThisExpression', 'StringLiteral', 'MethodInvocation', 'ThisExpression', 'StringLiteral', 'ThrowStatement', 'ClassInstanceCreation', 'ExpressionStatement', 'Assignment', 'MethodInvocation', 'ExpressionStatement', 'MethodInvocation', 'IfStatement', 'MethodInvocation']",debug,Add  |  to 
<class>wicket.MarkupContainer.java</class><start>539</start><end>540</end>,"['IfStatement', 'MethodInvocation']",debug,internalAdd  |  to 
